name;prob_fac;sex;year
Renate;147.5;female;1948
Monika;141.6;female;1948
Karin;135.7;female;1948
Brigitte;129.8;female;1948
Ursula;123.9;female;1948
Gisela;118.0;female;1948
Ingrid;112.1;female;1948
Helga;106.2;female;1948
Barbara;100.3;female;1948
Christa;94.4;female;1948
Hannelore;88.5;female;1948
Jutta;59;female;1948
Marion;59;female;1948
Angelika;59;female;1948
Bärbel;59;female;1948
Christel;59;female;1948
Gabriele;59;female;1948
Birgit;59;female;1948
Maria;59;female;1948
Marianne;59;female;1948
Elke;59;female;1948
Marlies;59;female;1948
Inge;59;female;1948
Erika;59;female;1948
Eva;59;female;1948
Rosemarie;59;female;1948
Doris;59;female;1948
Heike;59;female;1948
Ute;59;female;1948
Sigrid;59;female;1948
Waltraud;59;female;1948
Annegret;59;female;1948
Ingeborg;59;female;1948
Rita;59;female;1948
Sabine;59;female;1948
Hans;147.5;male;1948
Wolfgang;141.6;male;1948
Klaus;135.7;male;1948
Peter;129.8;male;1948
Jürgen;123.9;male;1948
Bernd;118.0;male;1948
Manfred;112.1;male;1948
Carl / Karl;106.2;male;1948
Horst;100.3;male;1948
Werner;94.4;male;1948
Günter / Günther;88.5;male;1948
Michael;59;male;1948
Rolf;59;male;1948
Dieter;59;male;1948
Rainer;59;male;1948
Uwe;59;male;1948
Heinz;59;male;1948
Gerhard;59;male;1948
Joachim;59;male;1948
Helmut / Helmuth;59;male;1948
Reinhardt;59;male;1948
Holger;59;male;1948
Walter;59;male;1948
Gerd / Gert;59;male;1948
Harald;59;male;1948
Herbert;59;male;1948
Thomas;59;male;1948
Ulrich;59;male;1948
Norbert;59;male;1948
Bernhard;59;male;1948
Josef / Joseph;59;male;1948
Jens;59;male;1948
Detlev;59;male;1948
Hermann;59;male;1948
Siegfried;59;male;1948
Renate;150.0;female;1949
Monika;144.0;female;1949
Brigitte;138.0;female;1949
Karin;132.0;female;1949
Ursula;126.0;female;1949
Ingrid;120.0;female;1949
Angelika;114.0;female;1949
Gisela;108.0;female;1949
Barbara;102.0;female;1949
Helga;96.0;female;1949
Marion;90.0;female;1949
Hannelore;60;female;1949
Jutta;60;female;1949
Christa;60;female;1949
Gabriele;60;female;1949
Maria;60;female;1949
Bärbel;60;female;1949
Elke;60;female;1949
Birgit;60;female;1949
Christel;60;female;1949
Marianne;60;female;1949
Marlies;60;female;1949
Erika;60;female;1949
Petra;60;female;1949
Dagmar;60;female;1949
Ute;60;female;1949
Rita;60;female;1949
Waltraud;60;female;1949
Margret;60;female;1949
Annegret;60;female;1949
Eva;60;female;1949
Gudrun;60;female;1949
Inge;60;female;1949
Sabine;60;female;1949
Sigrid;60;female;1949
Hans;150.0;male;1949
Wolfgang;144.0;male;1949
Klaus;138.0;male;1949
Peter;132.0;male;1949
Manfred;126.0;male;1949
Jürgen;120.0;male;1949
Bernd;114.0;male;1949
Günter / Günther;108.0;male;1949
Werner;102.0;male;1949
Carl / Karl;96.0;male;1949
Michael;90.0;male;1949
Heinz;60;male;1949
Dieter;60;male;1949
Rainer;60;male;1949
Horst;60;male;1949
Gerhard;60;male;1949
Helmut / Helmuth;60;male;1949
Rolf;60;male;1949
Uwe;60;male;1949
Joachim;60;male;1949
Reinhardt;60;male;1949
Thomas;60;male;1949
Gerd / Gert;60;male;1949
Holger;60;male;1949
Harald;60;male;1949
Herbert;60;male;1949
Walter;60;male;1949
Norbert;60;male;1949
Frank;60;male;1949
Georg;60;male;1949
Jens;60;male;1949
Josef / Joseph;60;male;1949
Ulrich;60;male;1949
Hartmut;60;male;1949
Rudolf;60;male;1949
Karin;132.5;female;1942
Renate;127.2;female;1942
Elke;121.9;female;1942
Monika;116.6;female;1942
Ingrid;111.3;female;1942
Ursula;106.0;female;1942
Helga;100.7;female;1942
Gisela;95.4;female;1942
Christa;90.1;female;1942
Erika;84.8;female;1942
Bärbel;79.5;female;1942
Brigitte;53;female;1942
Hannelore;53;female;1942
Heike;53;female;1942
Anke;53;female;1942
Heidi;53;female;1942
Barbara;53;female;1942
Christel;53;female;1942
Ute;53;female;1942
Waltraud;53;female;1942
Jutta;53;female;1942
Inge;53;female;1942
Ingeborg;53;female;1942
Sigrid;53;female;1942
Marion;53;female;1942
Antje;53;female;1942
Marianne;53;female;1942
Rosemarie;53;female;1942
Margrit;53;female;1942
Marlies;53;female;1942
Ilse;53;female;1942
Gerda;53;female;1942
Maria;53;female;1942
Rita;53;female;1942
Peter;132.5;male;1942
Hans;127.2;male;1942
Klaus;121.9;male;1942
Jürgen;116.6;male;1942
Dieter;111.3;male;1942
Wolfgang;106.0;male;1942
Uwe;100.7;male;1942
Horst;95.4;male;1942
Manfred;90.1;male;1942
Günter / Günther;84.8;male;1942
Bernd;79.5;male;1942
Heinz;53;male;1942
Carl / Karl;53;male;1942
Rolf;53;male;1942
Werner;53;male;1942
Gerd / Gert;53;male;1942
Rainer;53;male;1942
Helmut / Helmuth;53;male;1942
Gerhard;53;male;1942
Michael;53;male;1942
Holger;53;male;1942
Walter;53;male;1942
Harald;53;male;1942
Joachim;53;male;1942
Herbert;53;male;1942
Siegfried;53;male;1942
Jens;53;male;1942
Norbert;53;male;1942
Volker;53;male;1942
Detlev;53;male;1942
Reinhardt;53;male;1942
Udo;53;male;1942
Curt / Kurt;53;male;1942
Hermann;53;male;1942
Ulrich;53;male;1942
Karin;135.0;female;1943
Renate;129.6;female;1943
Monika;124.2;female;1943
Ursula;118.8;female;1943
Elke;113.4;female;1943
Ingrid;108.0;female;1943
Gisela;102.6;female;1943
Christa;97.2;female;1943
Helga;91.8;female;1943
Bärbel;86.4;female;1943
Hannelore;81.0;female;1943
Heike;54;female;1943
Brigitte;54;female;1943
Barbara;54;female;1943
Jutta;54;female;1943
Heidi;54;female;1943
Erika;54;female;1943
Ute;54;female;1943
Christel;54;female;1943
Sigrid;54;female;1943
Anke;54;female;1943
Marlies;54;female;1943
Marianne;54;female;1943
Antje;54;female;1943
Margrit;54;female;1943
Waltraud;54;female;1943
Marion;54;female;1943
Maria;54;female;1943
Rita;54;female;1943
Inge;54;female;1943
Gudrun;54;female;1943
Rosemarie;54;female;1943
Ingeborg;54;female;1943
Birgit;54;female;1943
Hans;135.0;male;1943
Peter;129.6;male;1943
Klaus;124.2;male;1943
Wolfgang;118.8;male;1943
Jürgen;113.4;male;1943
Dieter;108.0;male;1943
Uwe;102.6;male;1943
Bernd;97.2;male;1943
Manfred;91.8;male;1943
Horst;86.4;male;1943
Heinz;81.0;male;1943
Günter / Günther;54;male;1943
Carl / Karl;54;male;1943
Rainer;54;male;1943
Werner;54;male;1943
Rolf;54;male;1943
Gerd / Gert;54;male;1943
Gerhard;54;male;1943
Helmut / Helmuth;54;male;1943
Michael;54;male;1943
Joachim;54;male;1943
Holger;54;male;1943
Jens;54;male;1943
Volker;54;male;1943
Norbert;54;male;1943
Walter;54;male;1943
Hartmut;54;male;1943
Harald;54;male;1943
Wilfried;54;male;1943
Ulrich;54;male;1943
Herbert;54;male;1943
Reinhardt;54;male;1943
Ernst;54;male;1943
Rudolf;54;male;1943
Curt / Kurt;54;male;1943
Karin;127.5;female;1940
Ingrid;122.4;female;1940
Helga;117.3;female;1940
Renate;112.2;female;1940
Elke;107.1;female;1940
Ursula;102.0;female;1940
Erika;96.9;female;1940
Christa;91.8;female;1940
Gisela;86.7;female;1940
Monika;81.6;female;1940
Hannelore;76.5;female;1940
Inge;51;female;1940
Christel;51;female;1940
Rosemarie;51;female;1940
Ingeborg;51;female;1940
Brigitte;51;female;1940
Bärbel;51;female;1940
Waltraud;51;female;1940
Jutta;51;female;1940
Ute;51;female;1940
Heike;51;female;1940
Marianne;51;female;1940
Gerda;51;female;1940
Heidi;51;female;1940
Marion;51;female;1940
Barbara;51;female;1940
Sigrid;51;female;1940
Anke;51;female;1940
Margrit;51;female;1940
Irmgard;51;female;1940
Edith;51;female;1940
Rita;51;female;1940
Hildegard;51;female;1940
Ilse;51;female;1940
Eva;51;female;1940
Peter;127.5;male;1940
Klaus;122.4;male;1940
Hans;117.3;male;1940
Jürgen;112.2;male;1940
Dieter;107.1;male;1940
Günter / Günther;102.0;male;1940
Horst;96.9;male;1940
Manfred;91.8;male;1940
Uwe;86.7;male;1940
Wolfgang;81.6;male;1940
Carl / Karl;76.5;male;1940
Werner;51;male;1940
Rolf;51;male;1940
Heinz;51;male;1940
Gerhard;51;male;1940
Helmut / Helmuth;51;male;1940
Gerd / Gert;51;male;1940
Bernd;51;male;1940
Walter;51;male;1940
Harald;51;male;1940
Herbert;51;male;1940
Siegfried;51;male;1940
Ernst;51;male;1940
Joachim;51;male;1940
Curt / Kurt;51;male;1940
Rainer;51;male;1940
Jens;51;male;1940
Hermann;51;male;1940
Rudolf;51;male;1940
Adolf;51;male;1940
Lothar;51;male;1940
Heinrich;51;male;1940
Ingo;51;male;1940
Ulrich;51;male;1940
Volker;51;male;1940
Karin;130.0;female;1941
Renate;124.8;female;1941
Ingrid;119.6;female;1941
Elke;114.4;female;1941
Ursula;109.2;female;1941
Helga;104.0;female;1941
Monika;98.8;female;1941
Gisela;93.6;female;1941
Christa;88.4;female;1941
Erika;83.2;female;1941
Hannelore;78.0;female;1941
Bärbel;52;female;1941
Brigitte;52;female;1941
Christel;52;female;1941
Anke;52;female;1941
Inge;52;female;1941
Heike;52;female;1941
Barbara;52;female;1941
Jutta;52;female;1941
Heidi;52;female;1941
Sigrid;52;female;1941
Waltraud;52;female;1941
Rosemarie;52;female;1941
Antje;52;female;1941
Rita;52;female;1941
Gerda;52;female;1941
Ingeborg;52;female;1941
Margrit;52;female;1941
Marion;52;female;1941
Ilse;52;female;1941
Marianne;52;female;1941
Marlies;52;female;1941
Gudrun;52;female;1941
Maria;52;female;1941
Peter;130.0;male;1941
Hans;124.8;male;1941
Klaus;119.6;male;1941
Dieter;114.4;male;1941
Jürgen;109.2;male;1941
Manfred;104.0;male;1941
Horst;98.8;male;1941
Uwe;93.6;male;1941
Wolfgang;88.4;male;1941
Günter / Günther;83.2;male;1941
Werner;78.0;male;1941
Carl / Karl;52;male;1941
Rolf;52;male;1941
Heinz;52;male;1941
Bernd;52;male;1941
Gerd / Gert;52;male;1941
Gerhard;52;male;1941
Helmut / Helmuth;52;male;1941
Rainer;52;male;1941
Jens;52;male;1941
Walter;52;male;1941
Joachim;52;male;1941
Siegfried;52;male;1941
Harald;52;male;1941
Herbert;52;male;1941
Curt / Kurt;52;male;1941
Michael;52;male;1941
Hartmut;52;male;1941
Norbert;52;male;1941
Lothar;52;male;1941
Wilfried;52;male;1941
Ernst;52;male;1941
Rudolf;52;male;1941
Heinrich;52;male;1941
Volker;52;male;1941
Renate;142.5;female;1946
Monika;136.8;female;1946
Brigitte;131.1;female;1946
Ursula;125.4;female;1946
Karin;119.7;female;1946
Gisela;114.0;female;1946
Ingrid;108.3;female;1946
Helga;102.6;female;1946
Hannelore;96.9;female;1946
Elke;91.2;female;1946
Bärbel;85.5;female;1946
Christa;57;female;1946
Barbara;57;female;1946
Jutta;57;female;1946
Christel;57;female;1946
Marion;57;female;1946
Angelika;57;female;1946
Maria;57;female;1946
Erika;57;female;1946
Eva;57;female;1946
Birgit;57;female;1946
Heike;57;female;1946
Marlies;57;female;1946
Annegret;57;female;1946
Gabriele;57;female;1946
Inge;57;female;1946
Anke;57;female;1946
Marianne;57;female;1946
Heidi;57;female;1946
Sigrid;57;female;1946
Gudrun;57;female;1946
Margret;57;female;1946
Ute;57;female;1946
Margrit;57;female;1946
Waltraud;57;female;1946
Hans;142.5;male;1946
Peter;136.8;male;1946
Klaus;131.1;male;1946
Wolfgang;125.4;male;1946
Manfred;119.7;male;1946
Jürgen;114.0;male;1946
Dieter;108.3;male;1946
Bernd;102.6;male;1946
Heinz;96.9;male;1946
Werner;91.2;male;1946
Günter / Günther;85.5;male;1946
Rolf;57;male;1946
Uwe;57;male;1946
Carl / Karl;57;male;1946
Horst;57;male;1946
Gerhard;57;male;1946
Michael;57;male;1946
Rainer;57;male;1946
Helmut / Helmuth;57;male;1946
Gerd / Gert;57;male;1946
Joachim;57;male;1946
Holger;57;male;1946
Reinhardt;57;male;1946
Harald;57;male;1946
Walter;57;male;1946
Herbert;57;male;1946
Norbert;57;male;1946
Jens;57;male;1946
Ulrich;57;male;1946
Wilfried;57;male;1946
Siegfried;57;male;1946
Volker;57;male;1946
Georg;57;male;1946
Curt / Kurt;57;male;1946
Jörg;57;male;1946
Monika;145.0;female;1947
Renate;139.2;female;1947
Brigitte;133.4;female;1947
Ursula;127.6;female;1947
Karin;121.8;female;1947
Ingrid;116.0;female;1947
Gisela;110.2;female;1947
Christa;104.4;female;1947
Helga;98.6;female;1947
Barbara;92.8;female;1947
Angelika;87.0;female;1947
Jutta;58;female;1947
Bärbel;58;female;1947
Hannelore;58;female;1947
Gabriele;58;female;1947
Christel;58;female;1947
Marion;58;female;1947
Birgit;58;female;1947
Elke;58;female;1947
Marianne;58;female;1947
Marlies;58;female;1947
Sigrid;58;female;1947
Heike;58;female;1947
Eva;58;female;1947
Ingeborg;58;female;1947
Maria;58;female;1947
Erika;58;female;1947
Christine;58;female;1947
Gudrun;58;female;1947
Rita;58;female;1947
Anke;58;female;1947
Waltraud;58;female;1947
Elisabeth;58;female;1947
Inge;58;female;1947
Hans;145.0;male;1947
Wolfgang;139.2;male;1947
Peter;133.4;male;1947
Klaus;127.6;male;1947
Jürgen;121.8;male;1947
Dieter;116.0;male;1947
Manfred;110.2;male;1947
Carl / Karl;104.4;male;1947
Bernd;98.6;male;1947
Michael;92.8;male;1947
Rolf;87.0;male;1947
Günter / Günther;58;male;1947
Rainer;58;male;1947
Werner;58;male;1947
Horst;58;male;1947
Uwe;58;male;1947
Heinz;58;male;1947
Helmut / Helmuth;58;male;1947
Gerhard;58;male;1947
Reinhardt;58;male;1947
Gerd / Gert;58;male;1947
Holger;58;male;1947
Joachim;58;male;1947
Ulrich;58;male;1947
Walter;58;male;1947
Herbert;58;male;1947
Norbert;58;male;1947
Harald;58;male;1947
Josef / Joseph;58;male;1947
Jens;58;male;1947
Frank;58;male;1947
Wilfried;58;male;1947
Ralf;58;male;1947
Thomas;58;male;1947
Bernhard;58;male;1947
Renate;137.5;female;1944
Karin;132.0;female;1944
Monika;126.5;female;1944
Ursula;121.0;female;1944
Ingrid;115.5;female;1944
Gisela;110.0;female;1944
Elke;104.5;female;1944
Christa;99.0;female;1944
Heike;93.5;female;1944
Bärbel;88.0;female;1944
Helga;82.5;female;1944
Brigitte;55;female;1944
Barbara;55;female;1944
Jutta;55;female;1944
Hannelore;55;female;1944
Ute;55;female;1944
Christel;55;female;1944
Heidi;55;female;1944
Anke;55;female;1944
Erika;55;female;1944
Marion;55;female;1944
Marlies;55;female;1944
Birgit;55;female;1944
Sigrid;55;female;1944
Waltraud;55;female;1944
Ingeborg;55;female;1944
Angelika;55;female;1944
Gudrun;55;female;1944
Inge;55;female;1944
Margrit;55;female;1944
Gabriele;55;female;1944
Marianne;55;female;1944
Rita;55;female;1944
Klaus;137.5;male;1944
Hans;132.0;male;1944
Peter;126.5;male;1944
Jürgen;121.0;male;1944
Wolfgang;115.5;male;1944
Dieter;110.0;male;1944
Manfred;104.5;male;1944
Uwe;99.0;male;1944
Bernd;93.5;male;1944
Günter / Günther;88.0;male;1944
Horst;82.5;male;1944
Rainer;55;male;1944
Carl / Karl;55;male;1944
Werner;55;male;1944
Rolf;55;male;1944
Heinz;55;male;1944
Michael;55;male;1944
Helmut / Helmuth;55;male;1944
Gerd / Gert;55;male;1944
Joachim;55;male;1944
Gerhard;55;male;1944
Holger;55;male;1944
Walter;55;male;1944
Jens;55;male;1944
Harald;55;male;1944
Wilfried;55;male;1944
Hartmut;55;male;1944
Norbert;55;male;1944
Herbert;55;male;1944
Ulrich;55;male;1944
Volker;55;male;1944
Reinhardt;55;male;1944
Jörg;55;male;1944
Curt / Kurt;55;male;1944
Renate;140.0;female;1945
Monika;134.4;female;1945
Karin;128.8;female;1945
Ursula;123.2;female;1945
Brigitte;117.6;female;1945
Ingrid;112.0;female;1945
Elke;106.4;female;1945
Bärbel;100.8;female;1945
Christa;95.2;female;1945
Helga;89.6;female;1945
Gisela;84.0;female;1945
Hannelore;56;female;1945
Jutta;56;female;1945
Barbara;56;female;1945
Heike;56;female;1945
Christel;56;female;1945
Erika;56;female;1945
Marion;56;female;1945
Angelika;56;female;1945
Anke;56;female;1945
Gabriele;56;female;1945
Marlies;56;female;1945
Maria;56;female;1945
Birgit;56;female;1945
Inge;56;female;1945
Ute;56;female;1945
Heidi;56;female;1945
Waltraud;56;female;1945
Sigrid;56;female;1945
Gudrun;56;female;1945
Marianne;56;female;1945
Rita;56;female;1945
Petra;56;female;1945
Margrit;56;female;1945
Hans;140.0;male;1945
Peter;134.4;male;1945
Klaus;128.8;male;1945
Wolfgang;123.2;male;1945
Jürgen;117.6;male;1945
Carl / Karl;112.0;male;1945
Uwe;106.4;male;1945
Bernd;100.8;male;1945
Dieter;95.2;male;1945
Rainer;89.6;male;1945
Heinz;84.0;male;1945
Günter / Günther;56;male;1945
Horst;56;male;1945
Michael;56;male;1945
Manfred;56;male;1945
Gerhard;56;male;1945
Rolf;56;male;1945
Werner;56;male;1945
Gerd / Gert;56;male;1945
Helmut / Helmuth;56;male;1945
Reinhardt;56;male;1945
Joachim;56;male;1945
Holger;56;male;1945
Norbert;56;male;1945
Walter;56;male;1945
Wilfried;56;male;1945
Hartmut;56;male;1945
Jens;56;male;1945
Georg;56;male;1945
Harald;56;male;1945
Frank;56;male;1945
Ulrich;56;male;1945
Curt / Kurt;56;male;1945
Volker;56;male;1945
Rüdiger;56;male;1945
Emma;2.5;female;2014
Mia;2.4;female;2014
Hannah;2.3;female;2014
Sofia;2.2;female;2014
Emilia;2.1;female;2014
Anna;2.0;female;2014
Lena;1.9;female;2014
Lea;1.8;female;2014
Emily;1.7;female;2014
Marie;1.6;female;2014
Lina;1.5;female;2014
Leonie;1;female;2014
Amelie;1;female;2014
Sophie;1;female;2014
Luisa;1;female;2014
Johanna;1;female;2014
Nele;1;female;2014
Laura;1;female;2014
Lilly;1;female;2014
Lara;1;female;2014
Clara;1;female;2014
Mila;1;female;2014
Leni;1;female;2014
Maja;1;female;2014
Charlotte;1;female;2014
Sarah;1;female;2014
Frieda / Frida;1;female;2014
Ida;1;female;2014
Greta;1;female;2014
Pia;1;female;2014
Lotta;1;female;2014
Lia / Liah / Lya;1;female;2014
Mathilda;1;female;2014
Ella;1;female;2014
Melina;1;female;2014
Lisa;1;female;2014
Julia;1;female;2014
Paula;1;female;2014
Alina;1;female;2014
Mira;1;female;2014
Zoe;1;female;2014
Helena;1;female;2014
Marlene;1;female;2014
Elisa;1;female;2014
Victoria / Viktoria;1;female;2014
Isabell;1;female;2014
Isabella;1;female;2014
Jana;1;female;2014
Amy;1;female;2014
Ben;2.5;male;2014
Luis;2.4;male;2014
Paul;2.3;male;2014
Lukas;2.2;male;2014
Jonas;2.1;male;2014
Leon;2.0;male;2014
Finn;1.9;male;2014
Noah;1.8;male;2014
Elias;1.7;male;2014
Luca;1.6;male;2014
Maximilian;1.5;male;2014
Felix;1;male;2014
Max;1;male;2014
Henry;1;male;2014
Moritz;1;male;2014
Julian;1;male;2014
Tim;1;male;2014
Jakob;1;male;2014
Emil;1;male;2014
Philipp;1;male;2014
Niklas;1;male;2014
Alexander;1;male;2014
David;1;male;2014
Oskar;1;male;2014
Mats / Mads;1;male;2014
Jan;1;male;2014
Tom;1;male;2014
Anton;1;male;2014
Liam;1;male;2014
Erik;1;male;2014
Fabian;1;male;2014
Matteo;1;male;2014
Leo;1;male;2014
Rafael / Raphael;1;male;2014
Samuel;1;male;2014
Mika;1;male;2014
Theo;1;male;2014
Jonathan;1;male;2014
Lennard / Lennart;1;male;2014
Simon;1;male;2014
Hannes;1;male;2014
Linus;1;male;2014
Jannik / Yannik / Yannick / Yannic;1;male;2014
Nico / Niko;1;male;2014
Carl / Karl;1;male;2014
Till;1;male;2014
Vincent;1;male;2014
Jona / Jonah;1;male;2014
Benjamin;1;male;2014
Nick;1;male;2014
Mia;10.0;female;2011
Emma;9.6;female;2011
Hannah;9.2;female;2011
Anna;8.8;female;2011
Lea;8.4;female;2011
Leonie;8.0;female;2011
Lina;7.6;female;2011
Marie;7.2;female;2011
Sofia;6.8;female;2011
Lena;6.4;female;2011
Emily;6.0;female;2011
Lilli / Lilly / Lili;4;female;2011
Laura;4;female;2011
Sophie;4;female;2011
Lara;4;female;2011
Amelie;4;female;2011
Emilia;4;female;2011
Nele;4;female;2011
Johanna;4;female;2011
Sarah;4;female;2011
Luisa;4;female;2011
Maja;4;female;2011
Leni;4;female;2011
Clara;4;female;2011
Pia;4;female;2011
Ben;10.0;male;2011
Leon;9.6;male;2011
Lukas;9.2;male;2011
Finn;8.8;male;2011
Jonas;8.4;male;2011
Maximilian;8.0;male;2011
Luis;7.6;male;2011
Paul;7.2;male;2011
Felix;6.8;male;2011
Luca;6.4;male;2011
Noah;6.0;male;2011
Tim;4;male;2011
Elias;4;male;2011
Max;4;male;2011
Julian;4;male;2011
Philipp;4;male;2011
Moritz;4;male;2011
Niklas;4;male;2011
Alexander;4;male;2011
Jan;4;male;2011
Jakob;4;male;2011
Tom;4;male;2011
David;4;male;2011
Erik;4;male;2011
Fabian;4;male;2011
Mia;12.5;female;2010
Hannah;12.0;female;2010
Lena;11.5;female;2010
Lea;11.0;female;2010
Emma;10.5;female;2010
Anna;10.0;female;2010
Leonie;9.5;female;2010
Lilli / Lilly / Lili;9.0;female;2010
Emily;8.5;female;2010
Lina;8.0;female;2010
Laura;7.5;female;2010
Marie;5;female;2010
Sarah;5;female;2010
Sofia;5;female;2010
Lara;5;female;2010
Sophie;5;female;2010
Maja;5;female;2010
Amelie;5;female;2010
Luisa;5;female;2010
Johanna;5;female;2010
Emilia;5;female;2010
Nele;5;female;2010
Clara;5;female;2010
Leni;5;female;2010
Alina;5;female;2010
Leon;12.5;male;2010
Lukas;12.0;male;2010
Ben;11.5;male;2010
Finn;11.0;male;2010
Jonas;10.5;male;2010
Paul;10.0;male;2010
Luis;9.5;male;2010
Maximilian;9.0;male;2010
Luca;8.5;male;2010
Felix;8.0;male;2010
Tim;7.5;male;2010
Elias;5;male;2010
Max;5;male;2010
Noah;5;male;2010
Philipp;5;male;2010
Niklas;5;male;2010
Julian;5;male;2010
Moritz;5;male;2010
Jan;5;male;2010
David;5;male;2010
Fabian;5;male;2010
Alexander;5;male;2010
Simon;5;male;2010
Jannik / Yannik / Yannick / Yannic;5;male;2010
Tom;5;male;2010
Mia;5.0;female;2013
Emma;4.8;female;2013
Hannah;4.6;female;2013
Sofia;4.4;female;2013
Anna;4.2;female;2013
Lea;4.0;female;2013
Emilia;3.8;female;2013
Marie;3.6;female;2013
Lena;3.4;female;2013
Leonie;3.2;female;2013
Emily;3.0;female;2013
Lina;2;female;2013
Amelie;2;female;2013
Sophie;2;female;2013
Lilly;2;female;2013
Luisa;2;female;2013
Johanna;2;female;2013
Laura;2;female;2013
Nele;2;female;2013
Lara;2;female;2013
Maja;2;female;2013
Charlotte;2;female;2013
Clara;2;female;2013
Leni;2;female;2013
Sarah;2;female;2013
Pia;2;female;2013
Mila;2;female;2013
Alina;2;female;2013
Lisa;2;female;2013
Lotta;2;female;2013
Ida;2;female;2013
Julia;2;female;2013
Greta;2;female;2013
Mathilda;2;female;2013
Melina;2;female;2013
Zoe;2;female;2013
Frieda / Frida;2;female;2013
Lia / Liah / Lya;2;female;2013
Paula;2;female;2013
Marlene;2;female;2013
Ella;2;female;2013
Jana;2;female;2013
Victoria / Viktoria;2;female;2013
Josephine;2;female;2013
Finja / Finnja;2;female;2013
Isabell;2;female;2013
Helena;2;female;2013
Isabella;2;female;2013
Elisa;2;female;2013
Ben;5.0;male;2013
Luca;4.8;male;2013
Paul;4.6;male;2013
Jonas;4.4;male;2013
Finn;4.2;male;2013
Leon;4.0;male;2013
Luis;3.8;male;2013
Lukas;3.6;male;2013
Maximilian;3.4;male;2013
Felix;3.2;male;2013
Noah;3.0;male;2013
Elias;2;male;2013
Julian;2;male;2013
Max;2;male;2013
Tim;2;male;2013
Moritz;2;male;2013
Henry;2;male;2013
Niklas;2;male;2013
Philipp;2;male;2013
Jakob;2;male;2013
Tom;2;male;2013
Jan;2;male;2013
Emil;2;male;2013
Alexander;2;male;2013
David;2;male;2013
Oskar;2;male;2013
Fabian;2;male;2013
Anton;2;male;2013
Erik;2;male;2013
Rafael / Raphael;2;male;2013
Matteo;2;male;2013
Leo;2;male;2013
Mats / Mads;2;male;2013
Simon;2;male;2013
Jannik / Yannik / Yannick / Yannic;2;male;2013
Lennard / Lennart;2;male;2013
Liam;2;male;2013
Linus;2;male;2013
Hannes;2;male;2013
Mika;2;male;2013
Vincent;2;male;2013
Adrian;2;male;2013
Jonathan;2;male;2013
Theo;2;male;2013
Nico / Niko;2;male;2013
Till;2;male;2013
Benjamin;2;male;2013
Florian;2;male;2013
Marlon;2;male;2013
Julius;2;male;2013
Mia;7.5;female;2012
Emma;7.2;female;2012
Hannah;6.9;female;2012
Lea;6.6;female;2012
Sofia;6.3;female;2012
Anna;6.0;female;2012
Lena;5.7;female;2012
Leonie;5.4;female;2012
Lina;5.1;female;2012
Marie;4.8;female;2012
Emily;4.5;female;2012
Emilia;3;female;2012
Lilly;3;female;2012
Luisa;3;female;2012
Amelie;3;female;2012
Sophie;3;female;2012
Laura;3;female;2012
Nele;3;female;2012
Johanna;3;female;2012
Lara;3;female;2012
Maja;3;female;2012
Sarah;3;female;2012
Clara;3;female;2012
Leni;3;female;2012
Charlotte;3;female;2012
Ben;7.5;male;2012
Luca;7.2;male;2012
Paul;6.9;male;2012
Lukas;6.6;male;2012
Finn;6.3;male;2012
Jonas;6.0;male;2012
Leon;5.7;male;2012
Luis;5.4;male;2012
Maximilian;5.1;male;2012
Felix;4.8;male;2012
Noah;4.5;male;2012
Elias;3;male;2012
Tim;3;male;2012
Max;3;male;2012
Julian;3;male;2012
Moritz;3;male;2012
Philipp;3;male;2012
Niklas;3;male;2012
Jakob;3;male;2012
Alexander;3;male;2012
David;3;male;2012
Jan;3;male;2012
Henry;3;male;2012
Tom;3;male;2012
Erik;3;male;2012
Angelika;165.0;female;1955
Monika;158.4;female;1955
Birgit;151.8;female;1955
Petra;145.2;female;1955
Sabine;138.6;female;1955
Brigitte;132.0;female;1955
Gabriele;125.4;female;1955
Karin;118.8;female;1955
Susanne;112.2;female;1955
Ute;105.6;female;1955
Barbara;99.0;female;1955
Renate;66;female;1955
Maria;66;female;1955
Jutta;66;female;1955
Ulrike;66;female;1955
Kornelia / Cornelia;66;female;1955
Ursula;66;female;1955
Ingrid;66;female;1955
Marion;66;female;1955
Silvia / Sylvia;66;female;1955
Christiane;66;female;1955
Elke;66;female;1955
Regina;66;female;1955
Angela;66;female;1955
Gisela;66;female;1955
Heike;66;female;1955
Claudia;66;female;1955
Dagmar;66;female;1955
Christine;66;female;1955
Bärbel;66;female;1955
Christa;66;female;1955
Doris;66;female;1955
Gudrun;66;female;1955
Marlies;66;female;1955
Sigrid;66;female;1955
Michael;165.0;male;1955
Klaus;158.4;male;1955
Peter;151.8;male;1955
Hans;145.2;male;1955
Jürgen;138.6;male;1955
Thomas;132.0;male;1955
Wolfgang;125.4;male;1955
Uwe;118.8;male;1955
Joachim;112.2;male;1955
Bernd;105.6;male;1955
Rainer;99.0;male;1955
Manfred;66;male;1955
Andreas;66;male;1955
Dieter;66;male;1955
Holger;66;male;1955
Günter / Günther;66;male;1955
Carl / Karl;66;male;1955
Werner;66;male;1955
Ulrich;66;male;1955
Jörg;66;male;1955
Norbert;66;male;1955
Ralf;66;male;1955
Rolf;66;male;1955
Heinz;66;male;1955
