name;prob_fac;sex;year
Günter / Günther;97.5;male;1928
Hans;93.6;male;1928
Werner;89.7;male;1928
Carl / Karl;85.8;male;1928
Heinz;81.9;male;1928
Horst;78.0;male;1928
Gerhard;74.1;male;1928
Helmut / Helmuth;70.2;male;1928
Curt / Kurt;66.3;male;1928
Herbert;62.4;male;1928
Walter;58.5;male;1928
Rolf;39;male;1928
Ernst;39;male;1928
Harald;39;male;1928
Klaus;39;male;1928
Wolfgang;39;male;1928
Willi / Willy;39;male;1928
Wilhelm;39;male;1928
Erwin;39;male;1928
Alfred;39;male;1928
Gerd / Gert;39;male;1928
Heinrich;39;male;1928
Peter;39;male;1928
Hermann;39;male;1928
Otto;39;male;1928
Paul;39;male;1928
Egon;39;male;1928
Harry;39;male;1928
Erich;39;male;1928
Rudolf;39;male;1928
Manfred;39;male;1928
Fritz;39;male;1928
Siegfried;39;male;1928
Bruno;39;male;1928
Lothar;39;male;1928
Ursula;100.0;female;1929
Helga;96.0;female;1929
Gisela;92.0;female;1929
Ilse;88.0;female;1929
Ingeborg;84.0;female;1929
Ingrid;80.0;female;1929
Gerda;76.0;female;1929
Edith;72.0;female;1929
Hildegard;68.0;female;1929
Irmgard;64.0;female;1929
Erika;60.0;female;1929
Ruth;40;female;1929
Inge;40;female;1929
Waltraud;40;female;1929
Margot;40;female;1929
Lieselotte;40;female;1929
Elfriede;40;female;1929
Gertrud;40;female;1929
Hannelore;40;female;1929
Elisabeth;40;female;1929
Anneliese;40;female;1929
Christa;40;female;1929
Eva;40;female;1929
Lisa;40;female;1929
Maria;40;female;1929
Marianne;40;female;1929
Margarethe;40;female;1929
Hertha;40;female;1929
Renate;40;female;1929
Christel;40;female;1929
Käthe;40;female;1929
Erna;40;female;1929
Irma;40;female;1929
Carla;40;female;1929
Irene;40;female;1929
Hans;100.0;male;1929
Günter / Günther;96.0;male;1929
Carl / Karl;92.0;male;1929
Heinz;88.0;male;1929
Horst;84.0;male;1929
Gerhard;80.0;male;1929
Werner;76.0;male;1929
Walter;72.0;male;1929
Helmut / Helmuth;68.0;male;1929
Herbert;64.0;male;1929
Curt / Kurt;60.0;male;1929
Klaus;40;male;1929
Rolf;40;male;1929
Ernst;40;male;1929
Harald;40;male;1929
Wolfgang;40;male;1929
Fritz;40;male;1929
Peter;40;male;1929
Rudolf;40;male;1929
Erwin;40;male;1929
Jürgen;40;male;1929
Gerd / Gert;40;male;1929
Hermann;40;male;1929
Willi / Willy;40;male;1929
Egon;40;male;1929
Erich;40;male;1929
Heinrich;40;male;1929
Otto;40;male;1929
Alfred;40;male;1929
Paul;40;male;1929
Siegfried;40;male;1929
Wilhelm;40;male;1929
Harry;40;male;1929
Manfred;40;male;1929
Friedrich;40;male;1929
Helga;110.0;female;1933
Ursula;105.6;female;1933
Ingrid;101.2;female;1933
Gisela;96.8;female;1933
Gerda;92.4;female;1933
Ilse;88.0;female;1933
Inge;83.6;female;1933
Christa;79.2;female;1933
Waltraud;74.8;female;1933
Irmgard;70.4;female;1933
Ruth;66.0;female;1933
Erika;44;female;1933
Hildegard;44;female;1933
Ingeborg;44;female;1933
Hannelore;44;female;1933
Edith;44;female;1933
Renate;44;female;1933
Lieselotte;44;female;1933
Margot;44;female;1933
Eva;44;female;1933
Christel;44;female;1933
Maria;44;female;1933
Gertrud;44;female;1933
Anneliese;44;female;1933
Elfriede;44;female;1933
Marianne;44;female;1933
Elisabeth;44;female;1933
Rita;44;female;1933
Rosemarie;44;female;1933
Anna;44;female;1933
Karin;44;female;1933
Marion;44;female;1933
Brigitte;44;female;1933
Lisa;44;female;1933
Margarethe;44;female;1933
Hans;110.0;male;1933
Günter / Günther;105.6;male;1933
Horst;101.2;male;1933
Carl / Karl;96.8;male;1933
Werner;92.4;male;1933
Gerhard;88.0;male;1933
Heinz;83.6;male;1933
Klaus;79.2;male;1933
Helmut / Helmuth;74.8;male;1933
Walter;70.4;male;1933
Peter;66.0;male;1933
Wolfgang;44;male;1933
Jürgen;44;male;1933
Manfred;44;male;1933
Curt / Kurt;44;male;1933
Herbert;44;male;1933
Rolf;44;male;1933
Dieter;44;male;1933
Harald;44;male;1933
Rudolf;44;male;1933
Uwe;44;male;1933
Ernst;44;male;1933
Erich;44;male;1933
Gerd / Gert;44;male;1933
Heinrich;44;male;1933
Harry;44;male;1933
Hermann;44;male;1933
Siegfried;44;male;1933
Wilhelm;44;male;1933
Alfred;44;male;1933
Egon;44;male;1933
Otto;44;male;1933
Paul;44;male;1933
Erwin;44;male;1933
Friedrich;44;male;1933
Ursula;107.5;female;1932
Helga;103.2;female;1932
Ingrid;98.9;female;1932
Gisela;94.6;female;1932
Inge;90.3;female;1932
Ilse;86.0;female;1932
Ruth;81.7;female;1932
Irmgard;77.4;female;1932
Ingeborg;73.1;female;1932
Gerda;68.8;female;1932
Edith;64.5;female;1932
Erika;43;female;1932
Waltraud;43;female;1932
Hildegard;43;female;1932
Christa;43;female;1932
Eva;43;female;1932
Renate;43;female;1932
Anneliese;43;female;1932
Lieselotte;43;female;1932
Maria;43;female;1932
Gertrud;43;female;1932
Hannelore;43;female;1932
Marianne;43;female;1932
Elisabeth;43;female;1932
Margot;43;female;1932
Elfriede;43;female;1932
Rita;43;female;1932
Christel;43;female;1932
Lisa;43;female;1932
Hertha;43;female;1932
Jutta;43;female;1932
Anna;43;female;1932
Brigitte;43;female;1932
Käthe;43;female;1932
Hans;107.5;male;1932
Günter / Günther;103.2;male;1932
Horst;98.9;male;1932
Carl / Karl;94.6;male;1932
Heinz;90.3;male;1932
Werner;86.0;male;1932
Gerhard;81.7;male;1932
Klaus;77.4;male;1932
Helmut / Helmuth;73.1;male;1932
Walter;68.8;male;1932
Herbert;64.5;male;1932
Rolf;43;male;1932
Wolfgang;43;male;1932
Curt / Kurt;43;male;1932
Harald;43;male;1932
Peter;43;male;1932
Jürgen;43;male;1932
Dieter;43;male;1932
Hermann;43;male;1932
Ernst;43;male;1932
Heinrich;43;male;1932
Manfred;43;male;1932
Paul;43;male;1932
Rudolf;43;male;1932
Erich;43;male;1932
Harry;43;male;1932
Friedrich;43;male;1932
Alfred;43;male;1932
Egon;43;male;1932
Gerd / Gert;43;male;1932
Otto;43;male;1932
Wilhelm;43;male;1932
Siegfried;43;male;1932
Uwe;43;male;1932
Willi / Willy;43;male;1932
Ursula;105.0;female;1931
Helga;100.8;female;1931
Ingrid;96.6;female;1931
Gisela;92.4;female;1931
Inge;88.2;female;1931
Ilse;84.0;female;1931
Edith;79.8;female;1931
Gerda;75.6;female;1931
Hildegard;71.4;female;1931
Ingeborg;67.2;female;1931
Irmgard;63.0;female;1931
Ruth;42;female;1931
Waltraud;42;female;1931
Erika;42;female;1931
Lieselotte;42;female;1931
Christa;42;female;1931
Gertrud;42;female;1931
Hannelore;42;female;1931
Margot;42;female;1931
Marianne;42;female;1931
Elfriede;42;female;1931
Elisabeth;42;female;1931
Anneliese;42;female;1931
Renate;42;female;1931
Eva;42;female;1931
Lisa;42;female;1931
Maria;42;female;1931
Christel;42;female;1931
Margarethe;42;female;1931
Anna;42;female;1931
Irma;42;female;1931
Rita;42;female;1931
Rosemarie;42;female;1931
Brigitte;42;female;1931
Erna;42;female;1931
Hans;105.0;male;1931
Günter / Günther;100.8;male;1931
Carl / Karl;96.6;male;1931
Heinz;92.4;male;1931
Werner;88.2;male;1931
Horst;84.0;male;1931
Gerhard;79.8;male;1931
Walter;75.6;male;1931
Helmut / Helmuth;71.4;male;1931
Klaus;67.2;male;1931
Herbert;63.0;male;1931
Curt / Kurt;42;male;1931
Rolf;42;male;1931
Wolfgang;42;male;1931
Ernst;42;male;1931
Jürgen;42;male;1931
Harald;42;male;1931
Egon;42;male;1931
Rudolf;42;male;1931
Peter;42;male;1931
Gerd / Gert;42;male;1931
Alfred;42;male;1931
Heinrich;42;male;1931
Paul;42;male;1931
Hermann;42;male;1931
Willi / Willy;42;male;1931
Otto;42;male;1931
Erich;42;male;1931
Georg;42;male;1931
Dieter;42;male;1931
Uwe;42;male;1931
Wilhelm;42;male;1931
Fritz;42;male;1931
Harry;42;male;1931
Manfred;42;male;1931
Ursula;102.5;female;1930
Helga;98.4;female;1930
Gisela;94.3;female;1930
Inge;90.2;female;1930
Gerda;86.1;female;1930
Ingrid;82.0;female;1930
Ingeborg;77.9;female;1930
Ilse;73.8;female;1930
Edith;69.7;female;1930
Hildegard;65.6;female;1930
Ruth;61.5;female;1930
Waltraud;41;female;1930
Irmgard;41;female;1930
Erika;41;female;1930
Lieselotte;41;female;1930
Elisabeth;41;female;1930
Elfriede;41;female;1930
Eva;41;female;1930
Christa;41;female;1930
Anneliese;41;female;1930
Margot;41;female;1930
Hannelore;41;female;1930
Gertrud;41;female;1930
Marianne;41;female;1930
Renate;41;female;1930
Maria;41;female;1930
Lisa;41;female;1930
Margarethe;41;female;1930
Christel;41;female;1930
Anna;41;female;1930
Annemarie;41;female;1930
Jutta;41;female;1930
Marion;41;female;1930
Charlotte;41;female;1930
Günter / Günther;102.5;male;1930
Hans;98.4;male;1930
Carl / Karl;94.3;male;1930
Heinz;90.2;male;1930
Werner;86.1;male;1930
Gerhard;82.0;male;1930
Horst;77.9;male;1930
Helmut / Helmuth;73.8;male;1930
Walter;69.7;male;1930
Curt / Kurt;65.6;male;1930
Klaus;61.5;male;1930
Herbert;41;male;1930
Rolf;41;male;1930
Harald;41;male;1930
Wolfgang;41;male;1930
Ernst;41;male;1930
Jürgen;41;male;1930
Erich;41;male;1930
Alfred;41;male;1930
Hermann;41;male;1930
Peter;41;male;1930
Harry;41;male;1930
Heinrich;41;male;1930
Rudolf;41;male;1930
Erwin;41;male;1930
Gerd / Gert;41;male;1930
Egon;41;male;1930
Friedrich;41;male;1930
Otto;41;male;1930
Manfred;41;male;1930
Siegfried;41;male;1930
Georg;41;male;1930
Paul;41;male;1930
Willi / Willy;41;male;1930
Fritz;41;male;1930
Helga;120.0;female;1937
Ingrid;115.2;female;1937
Ursula;110.4;female;1937
Christa;105.6;female;1937
Gisela;100.8;female;1937
Karin;96.0;female;1937
Renate;91.2;female;1937
Elke;86.4;female;1937
Inge;81.6;female;1937
Christel;76.8;female;1937
Erika;72.0;female;1937
Gerda;48;female;1937
Waltraud;48;female;1937
Hannelore;48;female;1937
Ilse;48;female;1937
Marianne;48;female;1937
Ingeborg;48;female;1937
Edith;48;female;1937
Hildegard;48;female;1937
Irmgard;48;female;1937
Rita;48;female;1937
Margot;48;female;1937
Brigitte;48;female;1937
Maria;48;female;1937
Marion;48;female;1937
Rosemarie;48;female;1937
Anneliese;48;female;1937
Elisabeth;48;female;1937
Eva;48;female;1937
Lieselotte;48;female;1937
Elfriede;48;female;1937
Jutta;48;female;1937
Ruth;48;female;1937
Gertrud;48;female;1937
Margrit;48;female;1937
Hans;120.0;male;1937
Klaus;115.2;male;1937
Peter;110.4;male;1937
Horst;105.6;male;1937
Günter / Günther;100.8;male;1937
Dieter;96.0;male;1937
Jürgen;91.2;male;1937
Carl / Karl;86.4;male;1937
Werner;81.6;male;1937
Uwe;76.8;male;1937
Gerhard;72.0;male;1937
Manfred;48;male;1937
Helmut / Helmuth;48;male;1937
Wolfgang;48;male;1937
Heinz;48;male;1937
Rolf;48;male;1937
Gerd / Gert;48;male;1937
Walter;48;male;1937
Curt / Kurt;48;male;1937
Herbert;48;male;1937
Harald;48;male;1937
Joachim;48;male;1937
Alfred;48;male;1937
Ernst;48;male;1937
Siegfried;48;male;1937
Georg;48;male;1937
Hermann;48;male;1937
Heinrich;48;male;1937
Otto;48;male;1937
Rudolf;48;male;1937
Erwin;48;male;1937
Lothar;48;male;1937
Wilhelm;48;male;1937
Bernhard;48;male;1937
Egon;48;male;1937
Helga;117.5;female;1936
Ingrid;112.8;female;1936
Ursula;108.1;female;1936
Christa;103.4;female;1936
Gisela;98.7;female;1936
Karin;94.0;female;1936
Renate;89.3;female;1936
Inge;84.6;female;1936
Erika;79.9;female;1936
Gerda;75.2;female;1936
Christel;70.5;female;1936
Ilse;47;female;1936
Edith;47;female;1936
Waltraud;47;female;1936
Hildegard;47;female;1936
Elke;47;female;1936
Ingeborg;47;female;1936
Marianne;47;female;1936
Hannelore;47;female;1936
Rita;47;female;1936
Irmgard;47;female;1936
Elisabeth;47;female;1936
Lieselotte;47;female;1936
Margot;47;female;1936
Ruth;47;female;1936
Marion;47;female;1936
Rosemarie;47;female;1936
Anneliese;47;female;1936
Maria;47;female;1936
Brigitte;47;female;1936
Eva;47;female;1936
Elfriede;47;female;1936
Gertrud;47;female;1936
Jutta;47;female;1936
Margarethe;47;female;1936
Hans;117.5;male;1936
Günter / Günther;112.8;male;1936
Klaus;108.1;male;1936
Horst;103.4;male;1936
Peter;98.7;male;1936
Dieter;94.0;male;1936
Werner;89.3;male;1936
Carl / Karl;84.6;male;1936
Jürgen;79.9;male;1936
Heinz;75.2;male;1936
Gerhard;70.5;male;1936
Helmut / Helmuth;47;male;1936
Uwe;47;male;1936
Manfred;47;male;1936
Rolf;47;male;1936
Wolfgang;47;male;1936
Herbert;47;male;1936
Walter;47;male;1936
Gerd / Gert;47;male;1936
Rudolf;47;male;1936
Harald;47;male;1936
Siegfried;47;male;1936
Ernst;47;male;1936
Curt / Kurt;47;male;1936
Hermann;47;male;1936
Alfred;47;male;1936
Joachim;47;male;1936
Otto;47;male;1936
Heinrich;47;male;1936
Friedrich;47;male;1936
Lothar;47;male;1936
Paul;47;male;1936
Willi / Willy;47;male;1936
Erwin;47;male;1936
Erich;47;male;1936
Helga;115.0;female;1935
Ingrid;110.4;female;1935
Ursula;105.8;female;1935
Gisela;101.2;female;1935
Christa;96.6;female;1935
Inge;92.0;female;1935
Karin;87.4;female;1935
Renate;82.8;female;1935
Gerda;78.2;female;1935
Erika;73.6;female;1935
Waltraud;69.0;female;1935
Edith;46;female;1935
Ilse;46;female;1935
Ingeborg;46;female;1935
Ruth;46;female;1935
Irmgard;46;female;1935
Christel;46;female;1935
Hildegard;46;female;1935
Marianne;46;female;1935
Hannelore;46;female;1935
Lieselotte;46;female;1935
Margot;46;female;1935
Anneliese;46;female;1935
Elisabeth;46;female;1935
Elke;46;female;1935
Rita;46;female;1935
Maria;46;female;1935
Brigitte;46;female;1935
Marion;46;female;1935
Eva;46;female;1935
Elfriede;46;female;1935
Gertrud;46;female;1935
Margarethe;46;female;1935
Rosemarie;46;female;1935
Annemarie;46;female;1935
Hans;115.0;male;1935
Günter / Günther;110.4;male;1935
Horst;105.8;male;1935
Klaus;101.2;male;1935
Carl / Karl;96.6;male;1935
Peter;92.0;male;1935
Werner;87.4;male;1935
Dieter;82.8;male;1935
Heinz;78.2;male;1935
Gerhard;73.6;male;1935
Jürgen;69.0;male;1935
Uwe;46;male;1935
Helmut / Helmuth;46;male;1935
Wolfgang;46;male;1935
Rolf;46;male;1935
Manfred;46;male;1935
Herbert;46;male;1935
Walter;46;male;1935
Curt / Kurt;46;male;1935
Gerd / Gert;46;male;1935
Hermann;46;male;1935
Siegfried;46;male;1935
Rudolf;46;male;1935
Ernst;46;male;1935
Harald;46;male;1935
Heinrich;46;male;1935
Egon;46;male;1935
Joachim;46;male;1935
Alfred;46;male;1935
Harry;46;male;1935
Willi / Willy;46;male;1935
Otto;46;male;1935
Erich;46;male;1935
Georg;46;male;1935
Friedrich;46;male;1935
Ingrid;112.5;female;1934
Ursula;108.0;female;1934
Helga;103.5;female;1934
Gisela;99.0;female;1934
Inge;94.5;female;1934
Christa;90.0;female;1934
Renate;85.5;female;1934
Erika;81.0;female;1934
Karin;76.5;female;1934
Gerda;72.0;female;1934
Waltraud;67.5;female;1934
Irmgard;45;female;1934
Ingeborg;45;female;1934
Ilse;45;female;1934
Hannelore;45;female;1934
Hildegard;45;female;1934
Edith;45;female;1934
Ruth;45;female;1934
Marianne;45;female;1934
Christel;45;female;1934
Eva;45;female;1934
Gertrud;45;female;1934
Margot;45;female;1934
Anneliese;45;female;1934
Rita;45;female;1934
Lieselotte;45;female;1934
Elfriede;45;female;1934
Elke;45;female;1934
Maria;45;female;1934
Lisa;45;female;1934
Elisabeth;45;female;1934
Marion;45;female;1934
Brigitte;45;female;1934
Margarethe;45;female;1934
Jutta;45;female;1934
Horst;112.5;male;1934
Hans;108.0;male;1934
Günter / Günther;103.5;male;1934
Carl / Karl;99.0;male;1934
Klaus;94.5;male;1934
Heinz;90.0;male;1934
Werner;85.5;male;1934
Gerhard;81.0;male;1934
Peter;76.5;male;1934
Helmut / Helmuth;72.0;male;1934
Manfred;67.5;male;1934
Jürgen;45;male;1934
Uwe;45;male;1934
Rolf;45;male;1934
Herbert;45;male;1934
Walter;45;male;1934
Wolfgang;45;male;1934
Curt / Kurt;45;male;1934
Dieter;45;male;1934
Harald;45;male;1934
Rudolf;45;male;1934
Hermann;45;male;1934
Siegfried;45;male;1934
Ernst;45;male;1934
Egon;45;male;1934
Gerd / Gert;45;male;1934
Erwin;45;male;1934
Wilhelm;45;male;1934
Alfred;45;male;1934
Heinrich;45;male;1934
Willi / Willy;45;male;1934
Lothar;45;male;1934
Erich;45;male;1934
Joachim;45;male;1934
Otto;45;male;1934
Helga;125.0;female;1939
Ingrid;120.0;female;1939
Karin;115.0;female;1939
Ursula;110.0;female;1939
Renate;105.0;female;1939
Elke;100.0;female;1939
Erika;95.0;female;1939
Gisela;90.0;female;1939
Christa;85.0;female;1939
Hannelore;80.0;female;1939
Inge;75.0;female;1939
Christel;50;female;1939
Ilse;50;female;1939
Brigitte;50;female;1939
Ingeborg;50;female;1939
Waltraud;50;female;1939
Marianne;50;female;1939
Barbara;50;female;1939
Rosemarie;50;female;1939
Gerda;50;female;1939
Irmgard;50;female;1939
Rita;50;female;1939
Edith;50;female;1939
Hildegard;50;female;1939
Jutta;50;female;1939
Margrit;50;female;1939
Bärbel;50;female;1939
Marion;50;female;1939
Monika;50;female;1939
Ute;50;female;1939
Heike;50;female;1939
Margret;50;female;1939
Sigrid;50;female;1939
Heidi;50;female;1939
Anke;50;female;1939
Hans;125.0;male;1939
Klaus;120.0;male;1939
Dieter;115.0;male;1939
Jürgen;110.0;male;1939
Horst;105.0;male;1939
Günter / Günther;100.0;male;1939
Peter;95.0;male;1939
Uwe;90.0;male;1939
Wolfgang;85.0;male;1939
Manfred;80.0;male;1939
Gerhard;75.0;male;1939
Werner;50;male;1939
Carl / Karl;50;male;1939
Helmut / Helmuth;50;male;1939
Heinz;50;male;1939
Rolf;50;male;1939
Walter;50;male;1939
Herbert;50;male;1939
Gerd / Gert;50;male;1939
Bernd;50;male;1939
Harald;50;male;1939
Joachim;50;male;1939
Siegfried;50;male;1939
Curt / Kurt;50;male;1939
Hermann;50;male;1939
Ernst;50;male;1939
Heinrich;50;male;1939
Ulrich;50;male;1939
Lothar;50;male;1939
Rudolf;50;male;1939
Dietrich;50;male;1939
Otto;50;male;1939
Friedrich;50;male;1939
Rainer;50;male;1939
Helga;122.5;female;1938
Karin;117.6;female;1938
Ingrid;112.7;female;1938
Renate;107.8;female;1938
Ursula;102.9;female;1938
Christa;98.0;female;1938
Gisela;93.1;female;1938
Elke;88.2;female;1938
Inge;83.3;female;1938
Erika;78.4;female;1938
Christel;73.5;female;1938
Waltraud;49;female;1938
Gerda;49;female;1938
Hannelore;49;female;1938
Ilse;49;female;1938
Marianne;49;female;1938
Hildegard;49;female;1938
Irmgard;49;female;1938
Ingeborg;49;female;1938
Rita;49;female;1938
Edith;49;female;1938
Rosemarie;49;female;1938
Brigitte;49;female;1938
Maria;49;female;1938
Margrit;49;female;1938
Marion;49;female;1938
Lieselotte;49;female;1938
Margot;49;female;1938
Jutta;49;female;1938
Anneliese;49;female;1938
Gertrud;49;female;1938
Sigrid;49;female;1938
Elfriede;49;female;1938
Elisabeth;49;female;1938
Bärbel;49;female;1938
Hans;122.5;male;1938
Peter;117.6;male;1938
Klaus;112.7;male;1938
Günter / Günther;107.8;male;1938
Jürgen;102.9;male;1938
Horst;98.0;male;1938
Dieter;93.1;male;1938
Uwe;88.2;male;1938
Manfred;83.3;male;1938
Carl / Karl;78.4;male;1938
Werner;73.5;male;1938
Helmut / Helmuth;49;male;1938
Heinz;49;male;1938
Gerhard;49;male;1938
Wolfgang;49;male;1938
Rolf;49;male;1938
Herbert;49;male;1938
Walter;49;male;1938
Gerd / Gert;49;male;1938
Harald;49;male;1938
Joachim;49;male;1938
Bernd;49;male;1938
Hermann;49;male;1938
Curt / Kurt;49;male;1938
Ernst;49;male;1938
Siegfried;49;male;1938
Rainer;49;male;1938
Heinrich;49;male;1938
Rudolf;49;male;1938
Ulrich;49;male;1938
Lothar;49;male;1938
Paul;49;male;1938
Wilhelm;49;male;1938
Alfred;49;male;1938
Georg;49;male;1938
Gertrud;47.5;female;1908
Erna;45.6;female;1908
Anna;43.7;female;1908
Hertha;41.8;female;1908
Frieda / Frida;39.9;female;1908
Martha;38.0;female;1908
Margarethe;36.1;female;1908
Käthe;34.2;female;1908
Elisabeth;32.3;female;1908
Else;30.4;female;1908
Hildegard;28.5;female;1908
Elfriede;19;female;1908
Helene;19;female;1908
Marie;19;female;1908
Irma;19;female;1908
Maria;19;female;1908
Charlotte;19;female;1908
Luise;19;female;1908
Hedwig;19;female;1908
Johanna;19;female;1908
Emma;19;female;1908
Elsa;19;female;1908
Anni;19;female;1908
Berta / Bertha;19;female;1908
Ilse;19;female;1908
Alma;19;female;1908
Erika;19;female;1908
Paula;19;female;1908
Walter;47.5;male;1908
Hans;45.6;male;1908
Carl / Karl;43.7;male;1908
Wilhelm;41.8;male;1908
Ernst;39.9;male;1908
Paul;38.0;male;1908
Erich;36.1;male;1908
Curt / Kurt;34.2;male;1908
Friedrich;32.3;male;1908
Heinrich;30.4;male;1908
Otto;28.5;male;1908
Herbert;19;male;1908
Willi / Willy;19;male;1908
Hermann;19;male;1908
Franz;19;male;1908
Alfred;19;male;1908
Fritz;19;male;1908
Rudolf;19;male;1908
Bruno;19;male;1908
Werner;19;male;1908
Richard;19;male;1908
Georg;19;male;1908
Adolf;19;male;1908
Gustav;19;male;1908
Emil;19;male;1908
Johann;19;male;1908
Heinz;19;male;1908
Helmut / Helmuth;19;male;1908
Johannes;19;male;1908
Albert;19;male;1908
Gertrud;50.0;female;1909
Erna;48.0;female;1909
Hertha;46.0;female;1909
Martha;44.0;female;1909
Anna;42.0;female;1909
Margarethe;40.0;female;1909
Frieda / Frida;38.0;female;1909
Elisabeth;36.0;female;1909
Helene;34.0;female;1909
Else;32.0;female;1909
Käthe;30.0;female;1909
Charlotte;20;female;1909
Hildegard;20;female;1909
Maria;20;female;1909
Irma;20;female;1909
Marie;20;female;1909
Ilse;20;female;1909
Emma;20;female;1909
Elsa;20;female;1909
Hedwig;20;female;1909
Luise;20;female;1909
Clara;20;female;1909
Irmgard;20;female;1909
Ella;20;female;1909
Johanna;20;female;1909
Anni;20;female;1909
Berta / Bertha;20;female;1909
Erika;20;female;1909
Walter;50.0;male;1909
Hans;48.0;male;1909
Carl / Karl;46.0;male;1909
Wilhelm;44.0;male;1909
Heinrich;42.0;male;1909
Willi / Willy;40.0;male;1909
Curt / Kurt;38.0;male;1909
Hermann;36.0;male;1909
Otto;34.0;male;1909
Herbert;32.0;male;1909
Paul;30.0;male;1909
Alfred;20;male;1909
Ernst;20;male;1909
Werner;20;male;1909
Erich;20;male;1909
Helmut / Helmuth;20;male;1909
Fritz;20;male;1909
Franz;20;male;1909
Bruno;20;male;1909
Friedrich;20;male;1909
Rudolf;20;male;1909
Johann;20;male;1909
Georg;20;male;1909
Heinz;20;male;1909
Johannes;20;male;1909
Richard;20;male;1909
Adolf;20;male;1909
Artur / Arthur;20;male;1909
Albert;20;male;1909
Gustav;20;male;1909
Gertrud;42.5;female;1906
Erna;40.8;female;1906
Martha;39.1;female;1906
Anna;37.4;female;1906
Frieda / Frida;35.7;female;1906
Margarethe;34.0;female;1906
Hertha;32.3;female;1906
Elisabeth;30.6;female;1906
Käthe;28.9;female;1906
Else;27.2;female;1906
Charlotte;25.5;female;1906
Luise;17;female;1906
Helene;17;female;1906
Emma;17;female;1906
Marie;17;female;1906
Elfriede;17;female;1906
Maria;17;female;1906
Alma;17;female;1906
Hedwig;17;female;1906
Anni;17;female;1906
Clara;17;female;1906
Johanna;17;female;1906
Elsa;17;female;1906
Ella;17;female;1906
Hildegard;17;female;1906
Berta / Bertha;17;female;1906
Ilse;17;female;1906
Irmgard;17;female;1906
Minna;17;female;1906
Walter;42.5;male;1906
Hans;40.8;male;1906
Carl / Karl;39.1;male;1906
Wilhelm;37.4;male;1906
Heinrich;35.7;male;1906
Otto;34.0;male;1906
Paul;32.3;male;1906
Hermann;30.6;male;1906
Willi / Willy;28.9;male;1906
Erich;27.2;male;1906
Friedrich;25.5;male;1906
Ernst;17;male;1906
Herbert;17;male;1906
Curt / Kurt;17;male;1906
Alfred;17;male;1906
Gustav;17;male;1906
Werner;17;male;1906
Georg;17;male;1906
Helmut / Helmuth;17;male;1906
Adolf;17;male;1906
Fritz;17;male;1906
Richard;17;male;1906
Artur / Arthur;17;male;1906
Franz;17;male;1906
Henry;17;male;1906
Max;17;male;1906
Bernhard;17;male;1906
Bruno;17;male;1906
Johannes;17;male;1906
Rudolf;17;male;1906
Gertrud;45.0;female;1907
Erna;43.2;female;1907
Frieda / Frida;41.4;female;1907
Anna;39.6;female;1907
Hertha;37.8;female;1907
Martha;36.0;female;1907
Margarethe;34.2;female;1907
Käthe;32.4;female;1907
Elisabeth;30.6;female;1907
Marie;28.8;female;1907
Charlotte;27.0;female;1907
Else;18;female;1907
Hedwig;18;female;1907
Helene;18;female;1907
Emma;18;female;1907
Elsa;18;female;1907
Paula;18;female;1907
Maria;18;female;1907
Luise;18;female;1907
Ella;18;female;1907
Johanna;18;female;1907
Anni;18;female;1907
Elfriede;18;female;1907
Hildegard;18;female;1907
Alice;18;female;1907
Irmgard;18;female;1907
Alma;18;female;1907
Irma;18;female;1907
Berta / Bertha;18;female;1907
Walter;45.0;male;1907
Carl / Karl;43.2;male;1907
Hans;41.4;male;1907
Wilhelm;39.6;male;1907
Willi / Willy;37.8;male;1907
Heinrich;36.0;male;1907
Friedrich;34.2;male;1907
Hermann;32.4;male;1907
Otto;30.6;male;1907
Ernst;28.8;male;1907
Curt / Kurt;27.0;male;1907
Paul;18;male;1907
Fritz;18;male;1907
Alfred;18;male;1907
Herbert;18;male;1907
Rudolf;18;male;1907
Erich;18;male;1907
Johannes;18;male;1907
Franz;18;male;1907
Max;18;male;1907
Werner;18;male;1907
Richard;18;male;1907
Adolf;18;male;1907
Artur / Arthur;18;male;1907
Johann;18;male;1907
Emil;18;male;1907
Helmut / Helmuth;18;male;1907
Erwin;18;male;1907
Albert;18;male;1907
Henry;18;male;1907
Gertrud;37.5;female;1904
Anna;36.0;female;1904
Erna;34.5;female;1904
Martha;33.0;female;1904
Elisabeth;31.5;female;1904
Frieda / Frida;30.0;female;1904
Else;28.5;female;1904
Margarethe;27.0;female;1904
Hertha;25.5;female;1904
Helene;24.0;female;1904
Emma;22.5;female;1904
Elsa;15;female;1904
Maria;15;female;1904
Käthe;15;female;1904
Luise;15;female;1904
Clara;15;female;1904
Berta / Bertha;15;female;1904
Charlotte;15;female;1904
Hedwig;15;female;1904
Marie;15;female;1904
Elfriede;15;female;1904
Ella;15;female;1904
Paula;15;female;1904
Olga;15;female;1904
Anni;15;female;1904
Johanna;15;female;1904
Minna;15;female;1904
Dora;15;female;1904
Alma;15;female;1904
Wilhelm;37.5;male;1904
Walter;36.0;male;1904
Hans;34.5;male;1904
Carl / Karl;33.0;male;1904
Hermann;31.5;male;1904
Otto;30.0;male;1904
Paul;28.5;male;1904
Ernst;27.0;male;1904
Friedrich;25.5;male;1904
Heinrich;24.0;male;1904
Willi / Willy;22.5;male;1904
